geometry,GEOMETRY_SCHOOL
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.364995 4.038651)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.428598 4.061741)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.428598 4.061741)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.875375684 6.954270936)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.875375684 6.954270936)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.873863829 6.948761404)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.873863829 6.948761404)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.873863829 6.948761404)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.873863829 6.948761404)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.879336312 6.945666357)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.879336312 6.945666357)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-72.5330052197426 5.15620924775381, -72.535948691216 5.16968734451679, -72.5508164796729 5.17555719048693, -72.5631790861752 5.16786281080176, -72.5670696279006 5.15983519206315, -72.5714128843048 5.1455331554211, -72.5630591496177 5.13562281516356, -72.5356950484161 5.14965344078468, -72.5330052197426 5.15620924775381))",POINT(-72.54448735 5.171157756)
"POLYGON((-72.5330052197426 5.15620924775381, -72.535948691216 5.16968734451679, -72.5508164796729 5.17555719048693, -72.5631790861752 5.16786281080176, -72.5670696279006 5.15983519206315, -72.5714128843048 5.1455331554211, -72.5630591496177 5.13562281516356, -72.5356950484161 5.14965344078468, -72.5330052197426 5.15620924775381))",POINT(-72.54448735 5.171157756)
"POLYGON((-72.5262474321837 8.48140861852962, -72.6254069695264 8.58845218993978, -72.656437785805 8.61128754971998, -72.7017379318757 8.80806592182767, -72.718664007022 8.88372731264414, -72.7916666840475 8.85626173113241, -72.8127038196412 8.84834341381046, -72.7836932418559 8.72512898189602, -72.8096854637015 8.70835808403516, -72.8236373797903 8.6993544700122, -72.8128570955158 8.6631611895986, -72.7966896750515 8.60887112894, -72.7603808960782 8.6030220595488, -72.7547427516411 8.60211348107065, -72.6896317394385 8.52518685803234, -72.7541451191997 8.51221715745747, -72.6946851547659 8.44581470826448, -72.6666681484239 8.41451585928103, -72.6601101076098 8.40718872360916, -72.6320780222139 8.37586276122385, -72.6206020434826 8.41090029139909, -72.5951660422148 8.41626460037921, -72.5992185168423 8.33586202964532, -72.6125439417676 8.29475539281741, -72.6114051523194 8.29475690203755, -72.5036949214767 8.29488493301245, -72.5019425542443 8.30047358926897, -72.4835634034039 8.35907519161701, -72.4794605374436 8.43426935286683, -72.5262474321837 8.48140861852962))",POINT(-72.70749702 8.642822737)
"MULTIPOLYGON(((-74.6993552331345 4.66239096788164, -74.7083344650292 4.66671573696518, -74.7363980947336 4.68023119469793, -74.7426131367661 4.66325555751458, -74.7520350275868 4.63663182828235, -74.7669691180458 4.59442867343717, -74.7723142201201 4.5793226134348, -74.7406431428793 4.56993819443634, -74.6993302508149 4.63390721674805, -74.6993552331345 4.66239096788164)), ((-74.8388601289302 4.60439977875194, -74.839913408358 4.60650838276023, -74.8405201296884 4.60795665175288, -74.8414730959601 4.61072158233896, -74.8421021506634 4.61254666945922, -74.8433767246076 4.61258472802192, -74.8469016564109 4.61268996365665, -74.8480304668031 4.6013094289962, -74.8516437786338 4.60709310152734, -74.8517142939167 4.60015115976037, -74.8542790775668 4.5905207068311, -74.848818435182 4.58274746709917, -74.8474870410089 4.58184863866758, -74.8468307259213 4.58101284854252, -74.8464157737853 4.58050585236578, -74.8459019543381 4.57987805680089, -74.844279058538 4.57743497643505, -74.8434914432032 4.5763380966225, -74.842756032691 4.57519844850873, -74.8425358950087 4.57466619700619, -74.8416823487951 4.57313845584163, -74.8398937692313 4.57211018901435, -74.8398568958494 4.57245364374653, -74.8390838448379 4.57633909561569, -74.8374229950534 4.57888181790221, -74.8350833753481 4.58143719403715, -74.8316759424396 4.58388337523169, -74.8319867266362 4.58475058640046, -74.8320591082658 4.5849525746995, -74.8323577533166 4.58625072549668, -74.8324296760928 4.58699097922012, -74.8324996674088 4.58771135100213, -74.8325116569832 4.58917139813906, -74.8324918460272 4.59064565113121, -74.8323591881422 4.59215954010147, -74.8319688615936 4.59535277180309, -74.8328048280864 4.59606342149377, -74.8335703161042 4.59693216710357, -74.8350506846449 4.59861221498779, -74.8374191829915 4.60192303196369, -74.8388601289302 4.60439977875194)))",POINT(-74.72243412 4.648206425)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.477728 4.032949)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.477728 4.032949)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.87206314 6.962182827)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.87206314 6.962182827)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.87206314 6.962182827)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.87206314 6.962182827)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.879336312 6.945666357)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.879336312 6.945666357)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.870966088 6.956508749)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.870966088 6.956508749)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.870966088 6.956508749)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.870966088 6.956508749)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.882512832 6.963147871)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.8779976 6.964411034)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.8779976 6.964411034)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.8779976 6.964411034)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.8779976 6.964411034)
