geometry,GEOMETRY_SCHOOL
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.428598 4.061741)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.428598 4.061741)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.328857 4.125723)
"POLYGON((-73.3978312628123 4.13081564111754, -73.3978415750748 4.11837201761083, -73.4520987638757 4.11841661198253, -73.4520915143304 4.12768525857116, -73.488113618533 4.12771287923976, -73.4881204506027 4.1184441707025, -73.4973510461791 4.11845096938155, -73.497357559934 4.10945352288749, -73.5059128568465 4.10918843445678, -73.5059635430345 4.0374121408604, -73.5279122432713 4.0374273354387, -73.527918550194 4.02804550737454, -73.5354857119685 4.02797825458227, -73.5355034189069 4.00114800389038, -73.5355317178447 3.95788853386212, -73.5000016860096 3.95786325719024, -73.462688482104 3.95783506771636, -73.462677722971 3.97238651434285, -73.4536739349653 3.97237973787019, -73.453666875298 3.98176145355158, -73.435659142498 3.98174757231607, -73.4356521252834 3.99079015619771, -73.417644259787 3.99077584754014, -73.4176368670226 4.00002103273211, -73.4176363957929 4.00060961988108, -73.3999660313035 4.00059515912082, -73.399951502682 4.01822806034288, -73.3819431689309 4.018212863349, -73.3819353026607 4.02748140141041, -73.3730436128528 4.02747373323445, -73.3730354325612 4.03696831285443, -73.3545765754933 4.03695204483985, -73.3545686624038 4.04588143278896, -73.3462395995147 4.0458739380355, -73.3462311708074 4.05525542732422, -73.3388024747268 4.05524865468813, -73.3387940434819 4.06451709630919, -73.328663908056 4.06450772919452, -73.3286424985601 4.08763230720239, -73.3286022488397 4.13075317398805, -73.3333344149715 4.1307576365855, -73.3978312628123 4.13081564111754))",POINT(-73.328857 4.125723)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.875375684 6.954270936)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.875375684 6.954270936)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.621111111 1.023333333)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.621111111 1.023333333)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.621111111 1.023333333)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.621111111 1.023333333)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.867413487 6.949393261)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86722341 6.964209004)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"POLYGON((-71.8254413093004 7.04615821175196, -71.8459062367491 7.01827616601719, -71.8503631143636 7.01220326885276, -71.9217398461191 6.94970449792248, -71.8501585325705 6.88698847102687, -71.7954962323701 6.93453298382764, -71.7903984724562 6.92599637091492, -71.7457963922755 6.97973246497849, -71.8199916084516 7.0416138735517, -71.8251635493848 7.04592659931104, -71.8254413093004 7.04615821175196))",POINT(-71.86966371 6.946803283)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.391204834 3.071788311)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.391204834 3.071788311)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.391204834 3.071788311)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.391204834 3.071788311)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.3621521 3.06264329)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.3621521 3.06264329)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.3621521 3.06264329)
"MULTIPOLYGON(((-75.3600581303812 3.05721526082989, -75.3493563932765 3.0744782409004, -75.3545517802854 3.10176331613456, -75.4176880754555 3.11254177196603, -75.4454928889075 3.03487616734092, -75.4166653228073 3.01768566814548, -75.41205455998 3.01493602318355, -75.4094965560371 3.02421477235693, -75.3881287915006 3.01193237509487, -75.3656269755474 3.04823191689279, -75.3600581303812 3.05721526082989)), ((-75.3640921783778 2.95554791716293, -75.3640780436213 2.94326193130081, -75.3559139789979 2.93299761024716, -75.3516303393873 2.94773882182097, -75.3640921783778 2.95554791716293)), ((-75.2904373590256 3.1892684937898, -75.2820998139418 3.2127857463929, -75.3086770646689 3.24801463871012, -75.3440258353249 3.24661455176905, -75.3695378239881 3.22009194579068, -75.4016352099613 3.1392248896365, -75.3537673927561 3.12255875654334, -75.3475109236644 3.15502392382143, -75.2904373590256 3.1892684937898)))",POINT(-75.3621521 3.06264329)
"POLYGON((-75.2845505514441 3.9191023843677, -75.2800553552882 3.92936157952572, -75.2800556403782 3.92956048510156, -75.2897262010177 3.96234772288798, -75.3124045153151 3.96360695586737, -75.3307706814109 3.94688955215221, -75.3318674529878 3.93991727783463, -75.3322065627894 3.92591224908554, -75.3156597333842 3.90638120159388, -75.2885880324619 3.91611294926097, -75.2845505514441 3.9191023843677))",POINT(-75.283888889 3.933611111)
"POLYGON((-75.2845505514441 3.9191023843677, -75.2800553552882 3.92936157952572, -75.2800556403782 3.92956048510156, -75.2897262010177 3.96234772288798, -75.3124045153151 3.96360695586737, -75.3307706814109 3.94688955215221, -75.3318674529878 3.93991727783463, -75.3322065627894 3.92591224908554, -75.3156597333842 3.90638120159388, -75.2885880324619 3.91611294926097, -75.2845505514441 3.9191023843677))",POINT(-75.283888889 3.933611111)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.608333 0.994167)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.608333 0.994167)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.608333 0.994167)
"POLYGON((-76.574866445153 1.02598174173527, -76.5903140061575 1.02592980719774, -76.5972454894406 1.02058922747855, -76.6029858071293 1.01287888792062, -76.6152142807236 1.01867218249721, -76.6210251479064 1.03364595816341, -76.6181036313852 1.03952303334563, -76.6502164228273 1.03949684789772, -76.6868384083882 1.03946658441574, -76.6865670799017 0.988893167083768, -76.6864166136431 0.960683172865079, -76.6198845153914 0.960733838733705, -76.6105412560526 0.960740849448245, -76.5949920717406 0.960738677914873, -76.5746732475929 0.980743517135348, -76.5734479704388 0.987894987101174, -76.5710774955248 1.00173110466637, -76.5693916660255 1.01157150273579, -76.570498958359 1.01448607097274, -76.574866445153 1.02598174173527))",POINT(-76.608333 0.994167)
